Sword Dran 3-60F Starter Pack
Helm Knight 3-80N Starter Pack
Arrow Wizard 4-80B Starter Pack
Scythe Incendio 4-60T Starter Pack
Lance Knight 4-80HN Starter Pack
Claw Leon 5-60P Starter Pack
Buster Dran 1-60A Starter Pack
Wand Wizard 5-70DB Starter Pack
Steel Samurai 4-80T Booster
Horn Rhino 3-80S Booster
Keel Shark 3-60LF Booster
Talon Ptera 3-80B Booster
Sting Unicorn 5-60GP Booster
Roar Tyranno 9-60GF Booster
Scythe Incendio 3-80B Booster
Savage Bear 3-60S Booster
Cowl Sphinx 9-80GN Booster
Arrow Wizard 4-80GB Booster
Knife Shinobi 4-80HN and Keel Shark 3-80F Dual Pack
Chain Incendio 5-60HT and Arrow Wizard 4-60N Dual Pack
Tail Viper 5-80O and Sword Dran 3-60F Dual Pack
Yell Kong 3-60GB and Helm Knight 5-80T Dual Pack
Bite Croc 3-60LF and Sting Unicorn 4-60P Dual Pack
Gale Wyvern 5-80GB and Tail Viper 3-80HN Dual Pack
Beat Tyranno 4-70Q and Knife Shinobi 4-80HN Dual Pack
Gale Wyvern 3-60T and Sword Dran 3-80B Dual Pack
The Mandalorian 3-60F and Moff Gideon 3-80N Multipack Set
Iron Man 4-80B and Thanos 4-60P Multipack Set
Spider-Man 3-60F and Venom 3-80N Multipack Set
Luke Skywalker 4-80B and Darth Vader 4-60P Multipack Set
Optimus Primal 3-60F and Starscream 3-80N Multipack Set
Optimus Prime 4-60P and Megatron 4-80B Multipack Set
Dranzer Spiral 3-80T (Red)
Dranzer Spiral 3-80T (Green)
Beystadium
Xtreme Battle Set
Soar Phoenix 9-60GF Deluxe String Launcher Set
Winder Launcher
Cobalt Dragoon 2-60C Deluxe Left-Spin String Launcher Set
